BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwner,CommuteDistance,NumberOfPurchases,ProfitGenerated
1955,FALSE,3,0,2,0,2,2,FALSE,1,2,8082.5
1975,TRUE,1,0,0,0,1,2,TRUE,3,2,8955.4198
1975,TRUE,1,1,0,0,1,2,TRUE,3,2,11671.7093
1975,FALSE,1,0,0,0,1,2,FALSE,1,2,5625.1716
1975,TRUE,2,0,0,0,2,2,TRUE,3,2,14316.1067
1975,FALSE,2,1,0,0,2,2,TRUE,3,2,23220.0673
1974,FALSE,1,1,0,0,1,2,FALSE,1,3,7378.3325
1974,TRUE,1,0,0,0,1,2,TRUE,3,2,8968.3
1973,TRUE,2,0,0,0,2,2,TRUE,3,2,14245.8687
1976,FALSE,2,1,0,0,2,3,FALSE,1,3,13677.5743
1976,TRUE,2,1,0,0,2,3,FALSE,1,2,10896.7637
1956,FALSE,3,1,2,0,1,2,TRUE,3,3,18126.1549
1976,TRUE,2,0,0,0,2,3,TRUE,3,2,16463.6519
1957,TRUE,2,1,2,0,1,2,TRUE,3,2,11814.8251
1958,FALSE,3,0,1,1,3,4,TRUE,2,2,19829.7397
1959,FALSE,3,0,1,1,3,4,TRUE,2,3,19858.9659
1966,FALSE,4,1,0,0,4,4,FALSE,1,3,30429.9071
1957,TRUE,2,0,2,0,0,2,TRUE,3,2,8630.3003
1964,TRUE,2,1,4,4,3,2,TRUE,2,2,9705.2408
1964,FALSE,2,0,4,4,3,2,FALSE,0,2,5978.0514
1964,FALSE,2,1,4,4,3,2,TRUE,2,2,12112.5652
1964,TRUE,2,0,4,4,3,2,TRUE,2,2,7467.1227
1964,FALSE,2,0,4,2,3,2,FALSE,0,2,6044.6788
1964,FALSE,2,1,4,2,3,2,TRUE,2,2,12090.602
1963,FALSE,2,1,4,2,3,3,TRUE,2,2,13919.3159
1963,FALSE,2,0,4,2,3,3,FALSE,0,2,6920.9726
1962,TRUE,2,0,1,0,2,2,TRUE,0,1,6277.6522
1961,TRUE,1,0,4,3,1,2,TRUE,4,3,5665.6389
1961,TRUE,1,0,4,3,1,2,TRUE,3,3,5156.913
1961,FALSE,1,1,4,2,1,2,TRUE,2,2,6051.633
1961,TRUE,2,1,1,0,2,2,TRUE,2,1,10607.4224
1960,TRUE,1,1,0,0,3,3,FALSE,0,1,8844.0991
1960,TRUE,2,1,1,0,2,2,TRUE,0,1,8174.5383
1967,FALSE,1,0,0,0,2,2,FALSE,0,1,5863.6367
1967,FALSE,1,0,0,0,2,2,FALSE,0,1,5883.9734
1967,FALSE,2,1,0,0,4,3,FALSE,0,1,13369.4419
1967,TRUE,2,1,0,0,4,3,FALSE,0,1,10774.5951
1927,FALSE,1,1,2,0,1,2,FALSE,0,1,4863.0135
1960,TRUE,2,0,1,0,2,2,TRUE,2,1,8223.3938
1960,TRUE,2,1,1,0,2,2,TRUE,2,1,10651.0112
1960,TRUE,2,0,1,0,2,2,TRUE,2,1,8125.7356
1960,TRUE,2,1,1,0,2,2,FALSE,0,1,6826.9751
1959,TRUE,2,0,1,0,2,2,TRUE,2,1,8191.5254
1959,FALSE,2,0,1,0,4,3,FALSE,0,1,8169.5342
1959,TRUE,2,0,5,5,4,3,TRUE,4,3,10616.7711
1959,FALSE,2,1,5,5,4,3,TRUE,4,3,17273.1932
1958,FALSE,2,0,1,0,3,3,FALSE,0,1,9462.2462
1958,FALSE,2,0,5,4,4,3,TRUE,2,1,8712.9751
1967,FALSE,2,0,2,2,3,3,FALSE,0,1,7854.8149
1967,TRUE,2,0,5,5,3,3,TRUE,4,3,12208.3956
1967,FALSE,2,1,5,5,3,3,TRUE,4,3,19949.4832
1969,FALSE,4,0,1,0,4,4,FALSE,2,1,21961.3778
1967,TRUE,2,0,5,5,3,3,TRUE,4,5,12262.9971
1967,TRUE,2,1,5,5,3,3,TRUE,4,4,15996.7701
1967,TRUE,2,1,5,5,3,3,TRUE,4,4,15940.8439
1967,TRUE,3,1,5,5,4,4,TRUE,0,2,10193.043
1966,TRUE,3,0,5,5,3,3,TRUE,1,4,8300.5269
1953,TRUE,2,0,3,1,0,2,TRUE,4,3,8226.7307
1957,TRUE,2,0,2,0,1,3,TRUE,3,3,10505.2664
1957,TRUE,2,0,2,0,1,3,TRUE,3,2,10446.3952
1956,TRUE,3,1,2,0,0,2,TRUE,3,2,13766.2288
1956,FALSE,3,0,2,0,0,2,TRUE,3,3,13325.8603
1956,TRUE,3,1,2,0,0,2,TRUE,3,2,13773.7478
1956,FALSE,3,0,2,0,0,2,FALSE,1,2,6788.7976
1965,FALSE,3,0,4,4,2,3,TRUE,2,5,10622.1499
1965,TRUE,4,1,2,2,3,4,TRUE,2,3,26253.3869
1965,FALSE,4,1,1,1,4,4,FALSE,1,5,21971.1395
1964,TRUE,3,1,4,3,2,3,TRUE,2,3,11004.6854
1964,TRUE,3,0,4,3,2,3,TRUE,0,2,6557.2674
1964,FALSE,4,1,3,2,3,4,FALSE,1,4,21693.5056
1964,TRUE,4,0,3,2,3,4,TRUE,2,4,18937.3306
1964,FALSE,4,0,4,2,3,4,FALSE,1,4,15621.1817
1956,TRUE,2,1,3,2,2,3,TRUE,3,1,13279.7551
1956,TRUE,3,0,3,0,2,3,TRUE,2,2,9942.2366
1955,FALSE,3,0,2,0,0,2,TRUE,3,2,13214.9862
1963,TRUE,3,1,0,0,2,3,TRUE,3,2,26309.6073
1963,TRUE,4,0,4,3,2,3,TRUE,3,3,16327.5724
1962,FALSE,3,0,5,4,2,3,TRUE,3,2,13589.7407
1962,FALSE,3,0,5,4,2,3,TRUE,3,2,13520.2182
1962,TRUE,3,0,5,4,2,3,TRUE,3,3,10788.4798
1962,TRUE,3,0,5,4,2,3,TRUE,1,4,6650.8111
1962,TRUE,3,1,1,1,2,3,TRUE,3,3,19015.351
1962,FALSE,4,1,1,1,3,4,FALSE,1,2,25309.6161
1962,FALSE,4,1,1,1,2,3,FALSE,2,4,19875.5916
1961,TRUE,2,0,5,4,2,3,FALSE,2,3,5323.9596
1961,TRUE,4,0,1,1,3,4,FALSE,2,3,18419.1995
1961,FALSE,4,0,1,1,2,3,FALSE,2,4,15308.1676
1955,TRUE,2,0,2,0,1,3,TRUE,3,2,10478.437
1955,FALSE,2,0,2,0,1,3,FALSE,1,2,6664.8605
1954,FALSE,2,0,2,0,0,2,FALSE,1,2,5416.2637
1954,TRUE,2,0,2,0,0,2,TRUE,3,2,8676.5244
1935,TRUE,1,1,3,0,2,3,TRUE,3,2,10443.0809
1936,TRUE,3,1,2,2,4,4,TRUE,3,4,22603.9045
1960,FALSE,3,0,5,4,2,3,FALSE,1,4,6979.5501
1960,FALSE,3,0,0,0,2,3,FALSE,1,3,12844.8256
1960,TRUE,4,0,4,3,2,3,TRUE,2,4,11862.5671
1960,FALSE,4,1,1,1,3,4,FALSE,0,2,23088.8911
1954,TRUE,2,0,2,0,0,2,TRUE,3,2,8599.1101
1953,FALSE,2,1,3,0,4,4,FALSE,1,2,12004.9186
1952,TRUE,1,1,3,0,2,3,FALSE,1,2,5262.9335
1952,FALSE,1,1,3,0,2,3,TRUE,3,2,13046.8873
1951,TRUE,1,0,3,0,2,3,FALSE,1,2,4078.2419
1951,FALSE,1,0,3,0,2,3,FALSE,1,2,5009.4902
1949,FALSE,1,0,4,0,2,3,TRUE,3,3,9394.3251
1949,FALSE,1,0,4,0,1,3,TRUE,3,2,8121.8323
1964,TRUE,2,1,4,4,3,3,TRUE,4,3,17229.8287
1927,TRUE,2,1,3,0,2,2,TRUE,3,1,12661.5533
1961,FALSE,2,0,1,0,2,2,FALSE,0,1,6582.8895
1960,TRUE,2,1,1,0,2,2,TRUE,3,1,14830.7442
1960,FALSE,2,0,1,0,2,2,TRUE,3,1,14180.3057
1965,TRUE,3,1,5,5,3,3,TRUE,1,4,10733.2139
1965,FALSE,3,0,5,5,3,3,TRUE,1,4,10419.145
1959,FALSE,3,1,5,0,3,3,TRUE,3,1,24287.7422
1963,FALSE,2,0,0,0,3,3,FALSE,3,2,21402.5159
1962,TRUE,2,0,1,0,2,2,TRUE,3,1,11292.1544
1962,TRUE,2,0,5,4,2,2,FALSE,0,2,3565.0814
1961,FALSE,2,0,5,4,2,2,TRUE,3,2,9537.5132
1961,TRUE,2,0,5,4,2,2,TRUE,4,3,8568.4356
1957,FALSE,2,0,1,0,2,2,FALSE,0,1,6562.686
1957,TRUE,2,0,1,0,2,2,TRUE,3,1,11408.7866
1960,TRUE,2,0,5,4,2,2,TRUE,4,3,8516.1423
1960,TRUE,2,1,5,4,2,2,TRUE,4,3,11081.9701
1960,TRUE,2,0,5,4,2,2,TRUE,3,3,7682.8744
1960,TRUE,2,0,5,4,2,2,TRUE,4,3,8582.1588
1976,TRUE,1,0,0,0,1,2,TRUE,3,2,8899.6291
1975,FALSE,1,1,0,0,1,2,TRUE,3,1,14511.2839
1975,FALSE,1,0,0,0,1,2,TRUE,3,2,11125.1381
1980,TRUE,1,0,0,0,1,2,FALSE,0,2,4086.6628
1979,TRUE,1,0,0,0,1,2,TRUE,3,2,8971.5861
1980,FALSE,1,1,0,0,1,2,FALSE,0,2,6771.6058
1980,TRUE,1,1,0,0,1,2,FALSE,0,2,5359.3389
1978,FALSE,1,1,0,0,0,1,FALSE,0,2,4945.0109
1978,FALSE,1,1,0,0,0,1,FALSE,3,2,8923.8326
1978,FALSE,1,0,0,0,1,2,FALSE,3,2,9311.6259
1978,FALSE,1,1,0,0,1,2,FALSE,0,3,6723.6685
1977,FALSE,1,0,0,0,0,1,FALSE,3,2,6802.8511
1977,FALSE,1,1,0,0,0,1,FALSE,3,2,8850.5888
1977,FALSE,1,1,0,0,0,1,FALSE,0,2,4884.7327
1977,FALSE,1,1,0,0,1,2,TRUE,3,2,14540.1577
1940,TRUE,1,1,2,0,3,4,TRUE,3,2,16623.7095
1941,FALSE,1,1,2,0,3,4,TRUE,3,2,20824.4506
1976,TRUE,1,1,0,0,1,2,TRUE,3,2,11639.4973
1976,TRUE,1,1,0,0,2,2,TRUE,3,1,13259.8979
1975,FALSE,1,1,0,0,1,2,TRUE,3,2,14530.4809
1973,FALSE,2,0,0,0,2,2,FALSE,1,1,9019.8282
1965,TRUE,1,1,3,3,3,2,TRUE,2,1,7440.5078
1965,FALSE,1,0,3,3,3,2,TRUE,2,1,7125.1293
1965,FALSE,1,0,3,3,3,2,FALSE,0,2,4570.4819
1965,FALSE,1,0,3,3,3,2,FALSE,0,2,4548.568
1965,FALSE,1,0,3,3,3,2,TRUE,4,3,10974.525
1965,TRUE,1,1,3,3,3,2,TRUE,4,3,11443.4198
1966,FALSE,0,0,4,4,0,0,TRUE,0,1,1241.7227
1966,TRUE,1,0,1,1,3,2,TRUE,0,2,5182.7635
1966,TRUE,1,1,1,1,3,2,TRUE,0,3,6713.5493
1966,TRUE,1,0,1,1,3,2,TRUE,0,2,5174.7563
1965,TRUE,0,1,4,3,0,0,TRUE,0,2,1283.3252
1965,FALSE,0,1,2,2,1,0,TRUE,0,2,2037.1686
1929,FALSE,0,1,4,0,1,0,FALSE,0,2,1603.8915
1964,FALSE,0,1,2,2,1,0,TRUE,0,2,1993.4365
1964,TRUE,0,1,2,2,1,0,TRUE,0,2,1580.8924
1963,TRUE,0,0,3,3,1,0,TRUE,0,2,1089.6649
1965,TRUE,1,1,2,2,2,1,TRUE,0,2,3771.8107
1964,TRUE,1,1,2,2,2,1,TRUE,0,2,3826.1489
1979,FALSE,1,0,3,3,2,1,FALSE,0,2,2825.9597
1978,TRUE,1,1,3,3,2,1,TRUE,0,3,3507.2158
1977,FALSE,1,1,0,0,2,1,FALSE,2,1,7725.8154
1976,TRUE,0,0,0,0,1,0,FALSE,2,1,2004.4471
1976,FALSE,0,0,0,0,1,0,FALSE,3,1,3450.4329
1976,FALSE,0,0,0,0,1,0,FALSE,3,1,3406.1156
1974,TRUE,0,0,0,0,0,0,TRUE,0,2,1714.3572
1974,FALSE,0,1,0,0,0,0,TRUE,0,2,2827.1711
1974,FALSE,0,0,0,0,0,0,FALSE,3,1,3222.9357
1939,FALSE,0,0,2,0,3,1,FALSE,0,1,1653.589
1980,TRUE,0,0,0,0,2,0,TRUE,2,1,2734.6557
1979,TRUE,0,1,0,0,2,0,FALSE,0,1,2258.5808
1976,FALSE,0,0,0,0,1,0,FALSE,0,3,1868.8893
1976,FALSE,0,1,0,0,1,0,TRUE,0,2,2995.2946
1959,FALSE,0,1,1,1,1,0,TRUE,2,1,2848.7156
1959,FALSE,0,0,2,0,2,0,FALSE,2,1,2032.1291
1958,TRUE,0,1,2,0,2,0,FALSE,1,1,1815.272
1970,FALSE,0,0,1,1,1,0,FALSE,0,2,1418.9665
1970,FALSE,0,0,0,0,2,0,FALSE,2,1,2789.3537
1970,FALSE,0,0,0,0,2,0,FALSE,2,1,2873.5065
1969,FALSE,0,0,0,0,2,0,FALSE,2,1,2811.5254
1952,FALSE,0,1,3,0,2,0,FALSE,0,2,1917.3115
1968,TRUE,3,1,5,5,3,3,TRUE,0,4,9745.9902
1973,FALSE,0,1,0,0,0,0,FALSE,1,2,2511.4107
1973,FALSE,0,1,0,0,0,0,TRUE,1,2,3196.1737
1973,TRUE,0,1,0,0,0,0,TRUE,1,2,2488.3027
1980,FALSE,0,1,0,0,0,0,FALSE,0,2,2324.0572
1979,FALSE,1,0,0,0,2,1,FALSE,1,1,4996.6304
1972,TRUE,0,1,0,0,0,0,TRUE,1,2,2547.4851
1972,FALSE,0,0,0,0,0,0,TRUE,1,2,2356.324
1973,TRUE,1,1,1,1,3,2,TRUE,0,1,6634.7438
1973,TRUE,1,0,1,1,3,2,TRUE,0,1,5116.6137
1972,TRUE,0,1,0,0,0,0,TRUE,1,2,2517.3281
1972,TRUE,1,0,1,1,3,2,TRUE,0,1,5085.2138
1971,FALSE,0,0,0,0,0,0,FALSE,0,3,1875.317
1971,TRUE,0,1,0,0,0,0,TRUE,1,2,2491.5616
1971,TRUE,0,1,0,0,0,0,TRUE,1,2,2488.6584
1971,FALSE,1,1,0,0,1,0,FALSE,2,1,8011.44
1971,FALSE,1,1,0,0,1,0,TRUE,2,1,9728.7952
1971,FALSE,1,1,2,2,2,1,FALSE,0,1,3838.2965
1971,FALSE,1,1,2,2,2,1,FALSE,0,2,3862.716
1971,FALSE,1,0,2,2,2,1,FALSE,0,2,3028.0238
1974,TRUE,1,0,3,3,2,1,TRUE,1,2,2949.3059
1954,FALSE,0,0,2,0,0,0,FALSE,1,2,1408.4932
1954,TRUE,1,0,1,0,2,1,TRUE,1,1,3857.7546
1955,FALSE,0,0,3,0,0,1,TRUE,1,2,1319.6837
1955,FALSE,0,0,3,0,0,1,TRUE,1,2,1391.9465
1955,FALSE,1,0,1,0,1,1,FALSE,1,3,3524.5087
1955,FALSE,1,0,1,0,1,1,FALSE,1,3,3450.5344
1955,FALSE,1,1,1,0,1,1,TRUE,1,2,5405.9165
1956,FALSE,0,1,3,0,0,1,FALSE,1,2,1496.5369
1956,FALSE,0,1,3,0,0,1,TRUE,1,2,1692.7818
1956,FALSE,0,0,3,0,0,1,TRUE,1,2,1340.4535
1956,FALSE,1,1,2,0,1,2,FALSE,0,2,4889.0953
1956,TRUE,1,0,2,0,1,2,TRUE,1,2,3975.4446
1956,TRUE,1,1,2,0,1,2,TRUE,1,2,5158.2298
1957,FALSE,0,1,2,1,0,1,FALSE,0,2,1324.2678
1957,TRUE,1,1,2,0,1,2,TRUE,1,2,5125.8729
1958,FALSE,1,1,2,0,1,2,TRUE,1,2,6518.4115
1958,FALSE,1,0,2,0,1,2,TRUE,1,3,5005.9369
1958,FALSE,1,1,2,0,1,2,FALSE,0,2,4813.7025
1958,TRUE,1,0,1,0,2,1,TRUE,0,1,3421.0565
1959,FALSE,1,1,2,0,2,1,TRUE,1,1,5642.1041
1959,FALSE,1,0,2,0,2,1,TRUE,1,1,4357.2332
1971,FALSE,1,1,4,4,1,2,TRUE,4,3,9297.1544
1970,TRUE,1,0,1,1,3,2,TRUE,2,1,6708.5585
1970,TRUE,1,1,1,1,3,2,TRUE,2,1,8663.9204
1968,TRUE,2,0,2,2,3,2,TRUE,2,1,8582.1068
1967,FALSE,1,0,2,2,3,2,FALSE,0,1,4890.9796
1966,TRUE,3,1,3,3,3,2,TRUE,2,1,12786.6902
1969,FALSE,0,0,0,0,2,0,FALSE,2,1,2842.281
1952,FALSE,0,1,3,0,2,0,FALSE,0,2,1938.4183
1953,FALSE,0,1,2,1,1,0,FALSE,0,2,1627.4792
1965,FALSE,2,0,3,3,3,3,TRUE,2,1,11536.6167
1965,FALSE,2,1,3,3,3,3,TRUE,3,2,20707.4447
1965,FALSE,2,1,5,5,3,3,TRUE,4,4,20002.9328
1964,TRUE,2,1,3,3,3,3,TRUE,3,2,16574.4978
1964,TRUE,2,0,3,3,3,3,TRUE,3,2,12826.7723
1973,FALSE,0,0,0,0,0,0,TRUE,1,2,2370.7433
1973,FALSE,0,0,0,0,0,0,TRUE,1,2,2407.8625
1974,FALSE,1,0,0,0,2,1,FALSE,0,1,4494.3576
1980,TRUE,0,1,0,0,0,0,TRUE,1,2,2519.0464
1980,TRUE,0,0,0,0,0,0,FALSE,0,2,1495.5704
1980,TRUE,0,1,0,0,0,0,TRUE,1,2,2523.0789
1980,TRUE,0,1,0,0,0,0,TRUE,1,2,2486.1758
1980,FALSE,0,0,0,0,0,0,FALSE,1,2,2016.7124
1978,TRUE,1,0,0,0,1,0,FALSE,1,1,4205.952
1978,FALSE,1,1,0,0,1,0,FALSE,2,1,8015.244
1972,FALSE,0,1,0,0,0,0,TRUE,1,2,3111.9011
1972,FALSE,0,1,0,0,0,0,TRUE,1,2,3166.7276
1972,FALSE,1,0,0,0,1,0,FALSE,2,1,6187.4967
1971,TRUE,0,0,0,0,0,0,FALSE,0,2,1469.8996
1971,TRUE,0,1,0,0,0,0,FALSE,0,2,1845.5602
1971,FALSE,0,1,0,0,0,0,TRUE,1,2,3055.6467
1971,FALSE,1,1,0,0,1,0,FALSE,2,1,8047.5093
1971,FALSE,1,1,2,2,2,1,TRUE,1,1,5117.6071
1971,FALSE,1,1,2,2,2,1,FALSE,0,1,3924.3696
1971,FALSE,1,0,2,2,2,1,FALSE,0,3,3028.7692
1971,FALSE,1,0,2,2,2,1,FALSE,0,2,3048.896
1970,TRUE,1,1,2,2,2,1,TRUE,1,2,4110.8991
1970,FALSE,1,0,2,2,2,1,TRUE,1,3,3964.9714
1975,TRUE,1,0,3,3,2,1,TRUE,1,1,2981.2413
1974,FALSE,1,0,3,3,2,1,FALSE,0,2,2766.9476
1931,TRUE,1,1,1,0,4,2,TRUE,1,1,6944.1788
1954,FALSE,0,0,3,0,0,1,FALSE,0,2,1060.8363
1954,FALSE,1,1,1,0,1,1,FALSE,3,1,7336.2775
1954,TRUE,1,1,1,0,2,1,TRUE,1,1,4973.0993
1955,FALSE,0,0,3,0,0,1,TRUE,1,2,1349.8459
1955,FALSE,0,1,3,0,0,1,FALSE,0,2,1341.3493
1955,FALSE,0,1,3,0,0,1,FALSE,1,2,1438.7199
1955,FALSE,0,1,3,0,0,1,FALSE,1,2,1502.3517
1955,TRUE,1,0,1,0,1,1,FALSE,1,1,2730.2776
1956,TRUE,0,0,3,0,0,1,FALSE,0,2,865.339
1956,FALSE,0,0,3,0,0,1,FALSE,0,2,1003.6577
1956,TRUE,1,0,2,0,1,2,FALSE,0,2,2969.4517
1957,FALSE,0,0,2,1,0,1,FALSE,0,2,1024.0871
1957,TRUE,0,0,2,1,0,1,FALSE,0,2,867.5841
1957,FALSE,0,1,2,1,0,1,FALSE,0,2,1294.3256
1957,FALSE,0,1,2,1,0,1,TRUE,1,2,1714.6738
1957,TRUE,0,0,2,1,0,1,TRUE,1,2,1055.1557
1957,TRUE,0,1,2,1,0,1,TRUE,1,2,1320.5825
1957,TRUE,1,1,2,0,1,2,TRUE,1,2,5204.055
1958,TRUE,1,1,2,0,1,2,TRUE,1,2,5144.8554
1958,FALSE,1,0,2,0,1,2,FALSE,0,2,3747.5955
1958,TRUE,1,0,1,0,2,1,TRUE,1,1,3818.0236
1958,TRUE,1,1,1,0,2,1,FALSE,0,1,3802.5303
1959,FALSE,1,1,2,0,2,1,FALSE,1,1,4717.0424
1959,FALSE,1,1,2,0,2,1,FALSE,0,1,4286.1135
1959,FALSE,1,1,2,0,2,1,TRUE,1,1,5749.4375
1959,FALSE,1,0,2,0,2,1,FALSE,0,1,3312.8332
1959,TRUE,1,0,2,0,2,1,FALSE,0,1,2558.5955
1959,FALSE,1,1,2,0,2,1,FALSE,1,1,4727.8444
1970,TRUE,1,0,1,1,3,2,TRUE,0,1,5156.9627
1968,TRUE,1,1,4,4,1,2,TRUE,4,3,7422.4691
1967,TRUE,1,0,0,0,3,3,FALSE,0,1,6812.3411
1971,TRUE,4,1,0,0,0,4,TRUE,4,4,40769.2996
1953,TRUE,2,1,4,3,2,3,TRUE,4,1,13763.2823
1953,TRUE,2,1,4,3,2,3,TRUE,4,1,13815.005
1957,TRUE,3,1,2,2,2,3,TRUE,3,4,17440.319
1957,TRUE,4,1,2,3,2,3,TRUE,3,3,24274.4563
1957,FALSE,4,0,2,4,2,3,FALSE,3,3,19427.5766
1957,TRUE,4,1,2,2,3,4,TRUE,0,3,20218.3427
1956,FALSE,4,1,2,2,2,3,FALSE,3,4,25342.0918
1956,TRUE,4,1,3,3,1,3,TRUE,3,5,19892.6321
1956,FALSE,4,0,3,5,1,3,FALSE,3,5,15968.1601
1955,TRUE,4,1,3,5,2,3,TRUE,0,3,12644.0188
1954,TRUE,3,0,3,2,2,3,FALSE,2,1,7545.0315
1944,FALSE,4,0,3,3,3,4,TRUE,4,4,36463.2593
1945,TRUE,2,0,5,1,1,3,TRUE,4,3,8571.227
1945,FALSE,3,1,5,0,3,4,FALSE,2,2,17574.6154
1945,TRUE,3,1,2,2,4,4,TRUE,4,4,25132.8583
1946,TRUE,4,1,3,3,4,4,TRUE,0,4,16477.0982
1954,TRUE,3,1,4,2,2,3,TRUE,4,1,16847.821
1953,TRUE,2,1,4,3,1,3,TRUE,4,1,11955.1007
1953,TRUE,3,1,4,2,2,3,TRUE,2,2,11053.3426
1953,FALSE,3,1,3,2,2,3,FALSE,2,1,12321.7266
1952,FALSE,3,0,4,1,2,3,TRUE,4,2,16256.8911
1952,FALSE,3,0,4,1,1,3,FALSE,2,2,7650.2361
1952,TRUE,3,1,3,3,2,3,TRUE,4,4,18099.0536
1951,FALSE,3,0,5,2,1,3,TRUE,4,2,13168.2703
1950,FALSE,4,0,4,6,2,4,TRUE,4,2,27206.5377
1949,TRUE,3,0,5,1,1,4,FALSE,3,3,9489.5801
1949,TRUE,4,1,4,4,2,4,TRUE,4,3,28321.9357
1949,TRUE,4,0,4,6,1,4,FALSE,4,4,15874.8883
1948,TRUE,3,1,4,1,1,4,TRUE,4,3,17782.2772
1948,TRUE,3,0,3,5,2,4,TRUE,4,4,16791.6861
1947,FALSE,3,1,5,0,0,2,FALSE,3,2,11730.7375
1947,TRUE,3,1,5,0,0,2,TRUE,4,2,12471.673
1947,FALSE,4,1,5,5,1,4,TRUE,4,4,28677.6646
1947,TRUE,4,0,5,5,0,3,TRUE,0,5,7058.4612
1975,TRUE,2,0,0,0,3,3,TRUE,4,2,22849.884
1975,FALSE,2,0,0,0,3,3,FALSE,3,2,21404.4486
1976,FALSE,3,1,0,0,3,3,TRUE,4,2,45650.8437
1976,FALSE,3,0,0,0,3,3,FALSE,4,2,29261.92
1976,TRUE,3,1,0,0,3,3,TRUE,4,3,36515.9611
1975,FALSE,2,1,0,0,3,3,TRUE,4,3,37231.8683
1974,FALSE,2,1,0,0,3,3,TRUE,4,3,37170.2771
1975,FALSE,3,1,0,0,3,3,FALSE,4,3,38062.4728
1975,FALSE,3,0,0,0,3,3,FALSE,4,2,29277.5946
1974,TRUE,3,1,0,0,3,3,TRUE,4,3,36473.3579
1974,TRUE,3,1,0,0,3,3,TRUE,4,2,36473.112
1974,TRUE,3,0,0,0,3,3,TRUE,4,3,28097.7886
1974,FALSE,3,1,0,0,3,3,FALSE,4,3,38076.0045
1974,TRUE,4,0,0,2,2,4,TRUE,4,3,34231.9267
1974,FALSE,4,1,0,0,2,4,TRUE,4,3,61135.6531
1974,FALSE,4,1,0,2,2,4,TRUE,4,3,55570.5806
1974,FALSE,4,0,5,5,0,3,FALSE,4,5,14551.2469
1973,TRUE,3,1,0,2,1,4,TRUE,4,2,27926.9627
1973,TRUE,4,0,0,1,0,3,TRUE,4,5,23738.22
1972,TRUE,3,1,0,0,3,3,FALSE,4,3,30418.8738
1972,TRUE,3,1,0,0,3,3,TRUE,4,3,36533.4977
1972,FALSE,3,0,0,0,1,4,TRUE,4,3,29438.3173
1971,TRUE,3,1,0,0,3,3,TRUE,4,4,36489.8411
1971,FALSE,3,0,0,0,3,3,FALSE,4,4,29283.6469
1972,FALSE,4,1,0,0,2,4,FALSE,4,3,51005.5969
1972,TRUE,4,0,0,0,1,4,TRUE,4,3,32932.3526
1971,FALSE,3,1,0,0,3,3,FALSE,4,4,38105.0418
1971,FALSE,3,1,0,0,1,4,FALSE,4,4,31964.4219
1971,FALSE,3,1,0,0,1,4,TRUE,4,4,38320.386
1970,FALSE,3,0,0,0,3,3,TRUE,4,4,35158.338
1970,TRUE,3,0,0,1,0,3,FALSE,4,4,14194.8485
1970,TRUE,4,0,0,1,1,4,TRUE,4,4,29893.4653
1971,FALSE,4,0,0,0,1,4,FALSE,4,4,34346.439
1971,FALSE,4,0,0,0,0,3,FALSE,4,4,27216.648
1948,TRUE,1,0,4,0,1,3,TRUE,3,2,6495.2008
1948,FALSE,1,0,4,0,1,3,TRUE,3,2,8195.2949
1947,FALSE,1,0,4,0,1,3,TRUE,3,2,8091.6042
1947,FALSE,1,0,4,0,1,3,FALSE,1,2,4151.6217
1947,FALSE,1,1,4,0,1,3,TRUE,3,2,10631.1164
1938,FALSE,2,1,3,0,4,4,TRUE,4,2,26383.1503
1938,TRUE,2,1,3,0,4,4,TRUE,4,2,21137.3618
1939,TRUE,2,1,3,0,4,4,TRUE,4,2,21090.1524
1939,FALSE,2,1,3,0,4,4,TRUE,4,2,26409.1583
1940,TRUE,2,1,3,0,3,4,FALSE,1,2,11170.0132
1940,FALSE,2,1,3,0,3,4,FALSE,1,2,13960.5629
1940,FALSE,2,0,3,0,4,4,FALSE,1,2,9275.5181
1941,FALSE,1,1,3,0,3,4,TRUE,4,2,21673.94
1941,TRUE,1,0,4,0,3,4,TRUE,4,2,12432.0886
1942,TRUE,1,0,4,0,3,4,TRUE,4,2,12441.0977
1942,FALSE,1,0,4,0,3,4,TRUE,4,3,15628.3351
1943,FALSE,2,1,4,0,3,4,TRUE,4,3,28385.6465
1943,FALSE,2,1,4,0,3,4,TRUE,4,2,28378.2672
1943,FALSE,2,0,4,0,3,4,FALSE,1,2,9993.536
1944,TRUE,1,1,5,0,0,1,FALSE,1,2,2579.6566
1945,FALSE,1,1,2,1,0,2,FALSE,1,2,4608.0044
1946,TRUE,1,0,5,0,1,3,FALSE,2,3,3660.3427
1946,TRUE,1,1,5,0,1,3,TRUE,4,3,8756.1739
1946,FALSE,2,1,5,0,3,4,TRUE,4,3,26368.345
1946,FALSE,2,0,5,0,3,4,TRUE,4,3,20232.5672
1946,TRUE,2,0,5,0,3,4,TRUE,4,3,16294.1504
1947,TRUE,1,1,2,1,1,3,TRUE,4,1,9829.0104
1947,FALSE,1,0,2,1,1,3,FALSE,2,2,5062.546
1947,FALSE,1,1,2,1,1,3,TRUE,4,2,12258.5413
1947,TRUE,2,0,2,1,3,4,TRUE,4,1,18161.6888
1948,FALSE,2,1,2,1,2,3,FALSE,2,1,10592.2173
